created_at,text,sentiment
2017-12-04T09:17:45Z,$AAPL Dialog says Apple can build its own power-management chips https://themarketisopen.com/posts/dialog-says-apple-can-build-its-own-power-management-chips,Neutral
2017-12-04T09:13:13Z,$BTC.X Imagine buying  bitcoin at these prices and losing them forever https://www.google.com/amp/s/seekingalpha.com/amp/article/4082979-many-bitcoins-lost-forever that would suck $SPY $QQQ $NVDS $AAPL $AMD,Neutral
2017-12-04T09:08:24Z,$AAPL up 1.35% in Frankfurt,Bullish
2017-12-04T09:05:21Z,Here’s what 234 Estimize analysts believe $AAPL will report for Q1 2018 revenue [Reporting 01/30 AMC] http://www.estimize.com/intro/aapl?utm_content=AAPL&amp;amp;utm_medium=revenue_update&amp;amp;utm_source=stocktwits#chart=historical,Neutral
2017-12-04T08:46:22Z,Skin In The Game. $AAPL $ALGN $NVDA $SUNE $SUNEQ   https://t.co/MHSCtCb3ZS,Neutral
2017-12-04T08:40:00Z,$MSFT Is a better bet than Apple Inc. target up at $105.00 Check out the report for more info! https://intradaytradingsignals.com/microsoft-corporation-stock-is-a-better-bet-than-apple-inc-stock-target-105-00 $MSFT $AAPL $FB $ADBE,Neutral
2017-12-04T08:25:50Z,"$AAPL very good fundamental support, might be two of the most promising large capital stocks in 2018 (the other is Amazon).",Neutral
2017-12-04T07:50:35Z,$AAPL,Neutral
2017-12-04T07:34:02Z,Buffett’s 7 Best Stock Picks of 2017 $AAPL $BK $BAC $LUV $MON $GM $SYF https://investorplace.com/2017/12/warren-buffetts-7-best-stock-picks-of-2017/#.WiT6FlWWaUk,Neutral
2017-12-04T07:07:43Z,$AAPL 174 in Frankfurt,Neutral
2017-12-04T07:02:49Z,Buffett&#39;s Current Favorite Stocks - https://buff.ly/2iFkrpB  $AAPL $WFC $IBM $GS $DAL $GM $AAL $DAL $V,Neutral
2017-12-04T06:50:00Z,@Nott $SYF plus the other 3 and $WMT and $AAPL,Neutral
2017-12-04T06:44:07Z,@Cashtrodamus Asian markets United States geopolitical issues but my money is on $WMT and $AAPL tomorrow do you have any good “tax break” $?,Neutral
2017-12-04T06:28:03Z,$AAPL $FB $AMZN $BAC $JPM $GE $AMD $NVDA Patrondoss25 The Stocktwits Legend https://www.youtube.com/watch?v=7hnxw3CuZz0,Neutral
2017-12-04T06:20:57Z,Apple given $190.00 PT by UBS AG. buy rating. http://www.marketbeat.com/r/936690 $AAPL,Neutral
2017-12-04T06:20:11Z,$AAPL Market-wide Ranks 17 by short volume +36 from yesterday at 53 as short volume Increases http://www.algowins.com/short-data/?filter_2=AAPL,Neutral
2017-12-04T06:11:26Z,Here’s what 234 Estimize analysts believe $AAPL will report for Q1 2018 EPS [Reporting 01/30 AMC] http://www.estimize.com/intro/aapl?utm_content=AAPL&amp;amp;utm_medium=eps_update&amp;amp;utm_source=stocktwits#chart=historical,Neutral
2017-12-04T06:09:00Z,"$BTC.X 12,300 +! $AAPL",Bullish
2017-12-04T06:06:03Z,@CYCLINGBEE @investing Mr. Buffet owns businesses. He also missed $AMZN $AAPL $TSLA $NFLX etc etc,Neutral
2017-12-04T06:05:22Z,"$AAPL so I want to get calls as soon as I can tomorrow morning, how can I accurately know what the options will be priced?",Neutral
2017-12-04T05:51:14Z,"$AAPL there will always opportunities to buy the dip, just be mindful that we may have high lows. :)",Neutral
2017-12-04T05:41:35Z,"$AAPL smart shorts will switch to long this week, this is apple anyhow.",Neutral
2017-12-04T05:33:13Z,$AAPL&#39;s Profit Margin of 21.09% is amongst the best returns of the industry. $AAPL outperforms 90% of its indus ... https://www.chartmill.com/analyze.php?utm_source=stocktwits&amp;utm_medium=FA&amp;utm_content=PROFITABILITY#/AAPL?r=fa&amp;key=bb853040-a4ac-41c6-b549-d218d2f21b32,Neutral
2017-12-04T05:22:35Z,&quot;Smart Home&quot; -- Trend or Fad? https://buff.ly/2AUqSZ4  $AMZN $AAPL $MSFT $GOOG,Neutral
2017-12-04T05:14:21Z,$TSLA $AAPL please don’t - not even all the lobbyism will work to make Tesla the standard- far better technology available already,Neutral
2017-12-04T05:06:01Z,$IWM $USO $CMG $BA $UNG $ABT $AAPL Now $DG is looking Bearish.,Neutral
2017-12-04T05:05:19Z,$TSLA $AAPL My SeekingAlpha Article Debuts Tomorrow : Apple MUSK Buy Tesla,Bullish
2017-12-04T04:54:30Z,$AAPL ugh.  https://www.cnbc.com/2017/12/03/trump-suggests-20-percent-corporate-tax-rate-may-not-be-ironclad.html,Neutral
2017-12-04T04:51:14Z,"After an exhilarating week of distractions I can back to doing what I love, looking for $FB, $AMZN, $AAPL, $NFLX and $GOOG of tomorrow.",Bullish
2017-12-04T04:48:03Z,$AAPL what to expect? going higher almost everyday with consolidation here and there. doesn&#39;t make sense to sell.,Neutral
2017-12-04T04:40:08Z,$AAPL Everything&#39;s fine above 165. I didn&#39;t wait to find out. Still long but much smaller now. I reserve the right to flip back above highs.,Neutral
2017-12-04T04:38:29Z,$AMD $NVDA $AAPL $SPY $QQQ $IWM $LABU $TVIX $UVXY $VXX  Patrondoss25 The Stocktwits LEGEND https://www.youtube.com/watch?v=7hnxw3CuZz0,Neutral
2017-12-04T04:38:08Z,Monday’s Watch Pt 1: $AMZN $AAPL $GS $BTC.X $BABA $FB $CVS $AET $AMD $MARA $AVGO $BA $CAT $GOOGL $GWPH $HD $CSCO 😘,Neutral
2017-12-04T04:30:12Z,$AAPL iBuy,Bullish
2017-12-04T04:28:32Z,$AAPL Anyone double check my math....I think $193.61 / share = $1 Trillion company.  I think it gets there in the next three months. JMHO,Neutral
2017-12-04T04:27:51Z,$AAPL looking for 176 as new support in a week or two.,Neutral
2017-12-04T04:17:36Z,$GLW $AAPL i like Corning #2018 https://www.shortmetina.com/trading-watchlist.html,Neutral
2017-12-04T04:13:59Z,$QQQ $AAPL,Neutral
2017-12-04T04:13:08Z,$AAPL: The long term trend is positive and the short term trend is neutral. The long term trend may just contin ... https://www.chartmill.com/analyze.php?utm_source=stocktwits&amp;utm_medium=TA&amp;utm_content=TA#/AAPL?key=bb853040-a4ac-41c6-b549-d218d2f21b32,Neutral
2017-12-04T04:07:32Z,$AAPL https://www.reuters.com/article/usa-tax-barrons/southwest-microsoft-apple-could-benefit-from-tax-plan-barrons-idUSL1N1O30MN,Neutral
2017-12-04T03:55:51Z,$aapl they don&#39;t get benefit from lower tax rate because they don&#39;t pay us taxes so that bull thesis invalid. Repatriation however is  good,Neutral
2017-12-04T03:55:41Z,$AAPL High 171 becomes support it can go MUCH higher.,Bullish
2017-12-04T03:46:57Z,$AAPL releasing 9.8 inch iPad for $259 in 2018.Tax reform bill passed. Earnings will for sure beat. Holiday sales continue to rise. CHEDDAR,Bullish
2017-12-04T03:41:54Z,$AAPL  $200,Bullish
2017-12-04T03:39:10Z,$AAPL,Neutral
2017-12-04T03:39:06Z,"$SPY $AAPL $BABA Shorts never win in the end, Just ask Warren. Stay Long &amp; patience. Slow &amp; Steady wins $FB $AMZN $",Bullish
2017-12-04T03:37:45Z,$AAPL seems cheap at this level,Neutral
2017-12-04T03:37:30Z,$AAPL there will be so many up days.. you gonna miss out if you sell too early. ride it till she dies.,Neutral
2017-12-04T03:34:53Z,Top 3 For The Week:  https://youtu.be/Vt8Z0zlbsmU $CVS $AET $AAPL $TVIX $QQQ $IWM $DIA $XIV $ETH $FNKO $WINS $BAC $GS $GOGO $AZO $WFC $JPM $UBIO,Bullish
2017-12-04T03:31:27Z,Sure is. Day trading $SPX $SPX $IWM $FB $AMZN $BABA $AAPL You name it. there will be a 100% win every day.,Neutral
2017-12-04T03:29:20Z,$AAPL Who thinks this can reach 180 tomorrow?,Neutral
2017-12-04T03:22:24Z,$AAPL $NQ_F $NVDA $FB $BABA $ES_F $NFLX anybody knows why they dropped tech because of tax but said AAPL will gain,Neutral
2017-12-04T03:22:15Z,$AAPL needs to be $190,Neutral
2017-12-04T03:20:52Z,"Added $AAPL $MSFT &amp; $TBT leaps on Friday.  If current PM green turns into a nice gap up, I&#39;ll continue loading the boat.",Bullish
2017-12-04T03:18:18Z,$AAPL everything looks so green ;P,Neutral
2017-12-04T03:17:28Z,"$AAPL analysts on Estimize are expecting 9.92% YoY revenue growth for Q1, down from 12.22% in Q4 [Reporting 01/30 AMC] http://www.estimize.com/intro/aapl?utm_content=AAPL&amp;amp;utm_medium=revenue_growth&amp;amp;utm_source=stocktwits#chart=historical",Neutral
2017-12-04T03:10:30Z,$SPY $QQQ $IWM $AAPL $TVIX $XIV The Stocktwits legend https://www.youtube.com/watch?v=7hnxw3CuZz0,Neutral
2017-12-04T03:08:14Z,$SPY FIVE MINUTE TRADES ARE WORKING NOW -  http://www.tradewithjoe.com/trading-the-opening-five-minute-candle/  $AET $IWM $FB $BABA $BIDU $MU $NUGT $AAPL +++ #study,Neutral
2017-12-04T03:06:58Z,"According to data reported to FINRA, short volume percent for $AAPL clocked in at 45.75% on 12-01-17 http://www.volumebot.com/?s=AAPL",Neutral
2017-12-04T03:01:33Z,$SPY Buying Tomorrow When I wake Up And Tuesday as Well $AAPL $QQQ $IWM $DIA,Bullish
2017-12-04T03:01:05Z,@GoodNewsBull They all think that they&#39;re entitled to get in lower. Snowflakes. $AAPL,Neutral
2017-12-04T02:59:02Z,$SPY Adding Monday And Tuesday $WFC $BAC $AAPL $GOOG $FB,Bullish
2017-12-04T02:58:04Z,$SPY Average PE adjusted for Tax Cuts is 14 PE! Banks are trading at 10 PE! CHEAP BUYING SOON! $ES_F $AAPL $QQQ $NVDA Bullish,Bullish
2017-12-04T02:54:24Z,$AAPL NASDAQ futures lagging behind DOW and SP500 but it seems to be picking up steam,Bullish
2017-12-04T02:53:47Z,@vipergts758 @Ackleman901 $AAPL&#39;s imac releases this month so I don&#39;t doubt it will boom plus the tax bill helps them a lot.,Neutral
2017-12-04T02:52:38Z,"$AAPL $SPY $BABA Sometimes its hard to know who&#39;s talking their book, but today, Bears &amp; those who sold/went short on Friday are easy to see",Bullish
2017-12-04T02:51:06Z,$AAPL&#39;s Return On Assets of 12.88% is amongst the best returns of the industry. $AAPL outperforms 86% of its in ... https://www.chartmill.com/analyze.php?utm_source=stocktwits&amp;utm_medium=FA&amp;utm_content=PROFITABILITY#/AAPL?r=fa&amp;key=bb853040-a4ac-41c6-b549-d218d2f21b32,Neutral
2017-12-04T02:49:21Z,$SPY $aapl bears be like this is the top! Scam! Rigged! Economy sucks! Ponzi! Central banks! just stfu bears!!,Bullish
2017-12-04T02:47:44Z,@TechGen @Ackleman901 I could see that. Expecting a nice move by $AAPL though,Bullish
2017-12-04T02:43:07Z,$SPY Profits expanding : Average PE adjusted for Tax Cuts is 14 PE! Banks are trading at 10 PE! CHEAP BUYING SOON! $ES_F $AAPL $QQQ $NVDA,Bullish
2017-12-04T02:43:02Z,$AAPL Daily Chart 12/4 is missing one more leg higher. A higher $AAPL is a higher $NQ_F #Nasdaq #elliottwave,Neutral
2017-12-04T02:41:22Z,"$AAPL is constituent of #Nasdaq $NQ_F, the weighting is around 12%, the biggest component. To understand #Nasdaq, look at $AAPL #elliottwave",Neutral
2017-12-04T02:40:18Z,@Ackleman901 $AAPL will lead NASDAQ tomorrow,Bullish
2017-12-04T02:39:14Z,$AAPL $AMZN $GOOGL Nasdaq futures vastly underperforming $DJIA &amp; $SPY futures. Will tech close red tomorrow ???!!??,Bearish
2017-12-04T02:38:45Z,165.51 is solid support. $AAPL,Neutral
2017-12-04T02:36:43Z,$SPY Average PE adjusted for Tax Cuts is 14 PE! Banks are trading at 10 PE! CHEAP BUYING SOON! $ES_F $AAPL $QQQ $NVDA $FB $NFLX $XOM,Bullish
2017-12-04T02:34:51Z,@Shelman20 I&#39;m out $BTC.X as well. heading back into stocks. $AAPL should best play out of FANG over next couple of weeks,Bullish
2017-12-04T02:27:51Z,"$AAPL I would say  GS, JPM are gling to have biiiiig days ahead.",Neutral
2017-12-04T02:24:48Z,$AAPL $nvda $fb $goog $amzn $baba all go up 2-6%. Nvda 7%,Bullish
2017-12-04T02:24:21Z,$DJIA $AEO $HRB $T $AAPL Coming up this week,Bullish
2017-12-04T02:22:20Z,$AAPL Do you think I should buy this first thing in the morning during premarket?,Neutral
2017-12-04T02:20:55Z,Apple has some exciting earnings growth coming up  $AAPL https://simplywall.st/NasdaqGS:AAPL/apple/?utm_medium=stocktwits&amp;anchor=growth-in-earnings#growth-in-earnings,Neutral
2017-12-04T02:16:33Z,$AAPL Is this the best stock to hold for tomorrow market opening?,Neutral
2017-12-04T02:15:15Z,$AAPL Not sure of accuracy of this site but: http://www.iphoneinformer.com/56547-apple-just-might-introduce-a-more-affordable-9-7-inch-ipad-for-2018/?utm_source=dlvr.it&amp;utm_medium=twitter,Bullish
2017-12-04T02:13:40Z,$SPY $ES_F $GOOG $AAPL $FB $GS   Bull Market Just Started! I’m buying Monday And Tuesday with Paycheck,Bullish
2017-12-04T02:13:18Z,"$SPY $QQQ $AAPL Please, no MAGA.  Trump&#39;s an idiot.",Neutral
2017-12-04T02:12:37Z,"$GOOGL $AAPL $AMZN $FB lol.  Another comedian who is short.  We&#39;re laughing AT you, not with you.",Neutral
2017-12-04T02:11:21Z,$AAPL $AMZN $TSLA $NVDA and more discussed on my video DayTrading Swingtrading Let&#39;s Get ready 12/4 to 12/8 https://www.youtube.com/watch?v=6kwboD3oHpk&amp;t=266s,Neutral
2017-12-04T02:10:50Z,"$AAPL lol.  Yeah, right.  Futures up this high will hold to market open.  Squeeze the shorts!",Neutral
2017-12-04T02:06:33Z,"$AAPL $fb To the moon, just gonna send it!!!!",Bullish
2017-12-04T02:03:38Z,$SPY Walls Of Foreign Buyers! Corporate Buybacks And Dividend Payouts JUMPING! $AAPL $GOOG $NVDA,Bullish
2017-12-04T02:02:34Z,"$SPY Profits expanding now, Average PE adjusted for Tax Cuts is 14 PE! Banks are trading at 10 PE! CHEAP BUYING SOON! $ES_F $AAPL $QQQ $FB",Bullish
2017-12-04T02:01:28Z,$AAPL screw the futures...not a accurate measure..check Asian markets fora better tell,Neutral
2017-12-04T02:00:50Z,$AAPL $1T company soon. Tax cuts will help the company and more money from overseas is coming. We could see almost 200 by EOY.,Neutral
2017-12-04T02:00:14Z,$SPY $ES_F   Money Continues To Leave Foreign Markets And Pour Into USA as Senate Lowers Taxes! $AAPL More Share Buybacks And Dividends! $FB,Bullish
2017-12-04T01:57:13Z,$AAPL 180 should be a piece of cake now.  35% tax on 300B cash vs. 20% is a diff of 45B or ~5% boost to valuation from tax reform alone.,Bullish
2017-12-04T01:56:49Z,$AAPL Knock knock!who’s there?Apple! Apple 🍏 who? Apple the 1st trillion $ company! 😂;fib mark $200 very soon! Support at 169$;hold 171.55,Bullish
2017-12-04T01:53:56Z,$SPY MASIVE MONEY LEAVING ASIA COMING HERE $AAPL $TCEHY $FB $NFLX $GOOG,Bullish
2017-12-04T01:51:33Z,$SPY Average PE adjusted for Tax Cuts is 14 Banks are trading at 10 PE!  CHEAP BUYING SOON!  $ES_F $AAPL $QQQ $NVDA $AMZN $AMD $BAC,Bullish
2017-12-04T01:49:42Z,$AAPL futures up big,Neutral
2017-12-04T01:49:05Z,$ES_F $SPY Profits expanding: PE adjusted for Tax Cuts is 14 PE! Banks are trading at 10 PE! CHEAP BUYING SOON! $ES_F $AAPL $QQQ $NVDA,Bullish
2017-12-04T01:47:20Z,$SPY $QQQ $IWM $AAPL $WFC $BAC $AMZN  Money Pouring Out Of Foreign Countries And Into US WOW  $ES_F,Bullish
2017-12-04T01:40:58Z,"$TSLA $AAPL that’s BS Apple likes to make a profit. Apple could buy GM, who are profitable. I like Musk, but he can’t even get Model 3 done.",Neutral
2017-12-04T01:38:37Z,"$AAPL never happen, so rest easy. Not how Apple rolls. Tesla not profitable. Apple likes to make mucho $$$",Neutral
2017-12-04T01:35:01Z,$AAPL may break out. Our analyzer suggests a buy stop @176.26 with a stop @167.15 as a possible low risk setup.. https://www.chartmill.com/analyze.php?utm_source=stocktwits&amp;utm_medium=TA&amp;utm_content=TRADINGSETUP#/AAPL?key=bb853040-a4ac-41c6-b549-d218d2f21b32,Neutral
2017-12-04T01:29:26Z,$SPY $AAPL $RUT $NDX $XOM $VZ Dan Thorn wondering where all dem bears are at doe? https://www.youtube.com/watch?v=ybcNSoh8vI4,Bullish
2017-12-04T01:26:38Z,"$AAPL Mountain of cash, bullish.",Neutral
2017-12-04T01:20:49Z,$qqq $xlk $fb $aapl $nvda $mu $baba The sector rotation play that sold off last week in these names will be bought up again to all time high,Bullish
2017-12-04T01:19:51Z,$SPY This Gap Up At 9:30 Is Going To Be legendary $QQQ $AAPL $IWM  So many foreign buyers,Bullish
2017-12-04T01:18:42Z,$AAPL Dec 15 170 calls on Friday for $2.80 were a steal. Looking to sell 175 calls on surge tomorrow to collect most of premium back.,Bullish
2017-12-04T01:13:51Z,"$BAC $jpm $xlf $kre buy all financials fo tax $ , Selective tech $googl $aapl $fb $ Amzn for  secular . Sell health care drug pricing",Neutral
2017-12-04T01:05:56Z,$AAPL $SPY $QQQ $ES_F longs be 🎶 singing like:,Bullish
2017-12-04T01:03:49Z,"$SPY Now, Average PE adjusted for Tax Cuts is 14 PE! Banks are trading at 10 PE! CHEAP BUYING SOON! $ES_F $AAPL $QQQ $NVDA $GS $XLF $WFC",Bullish
2017-12-04T01:00:38Z,$AAPL in some great plays! Follow me for all my plays and see my feed here for previous plays. Enjoy Everyone🤑,Bullish
2017-12-04T00:58:35Z,$SPY Dow Closes Up 450 Points Tomorrow $AAPL $QQQ,Bullish
2017-12-04T00:57:36Z,$FNKO You don&#39;t see Mattel making video games. You don&#39;t see Hasbro. Except for that crappy Monopoly port at the $AAPL store,Neutral
2017-12-04T00:55:58Z,$SPY Average PE adjusted for Tax Cuts is 14 PE! Banks are trading at 10 PE! CHEAP BUYING SOON! $ES_F $AAPL $QQQ $NVDA Bullish,Bullish
2017-12-04T00:54:06Z,$AAPL anybody else hates how blurry text looks while scrolling on iphone x...Iv&#39;e tried other iphones/ipads and non exhibit this,Neutral
2017-12-04T00:53:21Z,$SPY $ES_F $AAPL $GS $BAC $WFC  Tons of Foreign Money Pouring In,Bullish
2017-12-04T00:47:39Z,$SPY Steady Gains All Week Foreign Money Buying All Dips $QQQ $IWM $AAPL,Bullish
2017-12-04T00:45:13Z,$SPY Profits expanding Average PE adjusted for Tax Cuts is 14 PE! Banks are trading at 10 PE! CHEAP BUYING SOON! $ES_F $AAPL $QQQ $NVDA,Bullish
2017-12-04T00:42:19Z,$AAPL You tell a Bull Apple is going to fall and you get ambushed..But yet the stock is falling right in their face. Ignorance is bliss.,Bearish
2017-12-04T00:36:53Z,$SPY $ES_F $AAPL $VWO   Foreign Money Leaving ASAI And Moving Into US Markets,Bullish
2017-12-04T00:36:37Z,Tax reform is bad for the tech industry. Looks like bad day for tech. Bearish $GOOGL $AAPL $AMZN $FB,Bearish
2017-12-04T00:35:46Z,$AAPL $SPY 1st of month inflow was juicy. now on watch for sell into strength.  $AUSSIE $ASX200/ $JAPAN red,Neutral
2017-12-04T00:35:35Z,$AAPL #areweat200yet i guess soon ?,Neutral
2017-12-04T00:34:05Z,$AAPL has an excellent technical rating and also presents a decent setup pattern. Prices have been consolidatin ... https://www.chartmill.com/analyze.php?utm_source=stocktwits&amp;utm_medium=TA&amp;utm_content=SETUP#/AAPL?key=bb853040-a4ac-41c6-b549-d218d2f21b32,Neutral
2017-12-04T00:31:58Z,$AAPL repatriation should be worth 20-30 points,Neutral
2017-12-04T00:28:47Z,$AAPL DOW Futures 196 points,Neutral
2017-12-04T00:27:15Z,$AAPL $SPY $FB $QQQ $IWM $AMZN Stocktwits legend https://www.youtube.com/watch?v=7hnxw3CuZz0,Neutral
2017-12-04T00:23:24Z,"$AAPL analysts on Estimize are expecting 13.34% YoY EPS growth for Q1, down from 23.95% in Q4 [Reporting 01/30 AMC] http://www.estimize.com/intro/aapl?utm_content=AAPL&amp;amp;utm_medium=eps_growth&amp;amp;utm_source=stocktwits#chart=historical",Neutral
2017-12-04T00:17:29Z,$MU $FB $AAPL $BABA Every company will benefit tremendously with this tax cut.....How can you not be bullish here,Bullish
2017-12-04T00:14:47Z,"$AAPL structure suggest it likely has another leg higher, thus American Indices will see new high still #elliottwave",Neutral
2017-12-04T00:05:25Z,"$SPY Profits expanding, Adjusted for Tax Cuts is 14 PE! Banks are trading at 10 PE! CHEAP BUYING SOON! $ES_F $AAPL $QQQ $NVDA $FB $GOOG $JNJ",Bullish
2017-12-04T00:04:10Z,$AAPL $GS $BAC $JPM $SPY $DJIA If the PM indicates the open...Do U realize the two week gain so far.,Bearish
2017-12-04T00:01:25Z,"$SPY Profits expanding, Average PE adjusted for Tax Cuts is 14 PE! Banks are trading at 10 PE! CHEAP BUYING SOON! $ES_F $AAPL $QQQ $NVDA",Bullish
2017-12-03T23:56:39Z,"$SPY Profits expanding now, Average PE adjusted for Tax Cuts is 14 PE! Banks are trading at 10 PE! CHEAP BUYING SOON! $ES_F $AAPL $QQQ $NVDA",Bullish
2017-12-03T23:55:51Z,$SPY ABC created the biggest bear trap ever lmao MAGA $QQQ $AAPL,Bullish
2017-12-03T23:53:13Z,$NVDA $aapl $goog $googl $amzn $fb nasdaq likely go up 1.3%,Bullish
2017-12-03T23:49:52Z,$AAPL Do the Math for Corporation tax cut from 35% to 2x% then how big benefits/profits they make? Apple is a huge win $SPY,Bullish
2017-12-03T23:45:03Z,$SPY $QQQ $IWM $AAPL   No One Smart Is Going To Sell With This Tax Plan! Hope you Read it Close,Bullish
2017-12-03T23:41:01Z,"Possible low risk trading setup on $AAPL, buy stop entry @176.26. https://www.chartmill.com/analyze.php?utm_source=stocktwits&amp;utm_medium=TA&amp;utm_content=TRADINGSETUP#/AAPL?key=bb853040-a4ac-41c6-b549-d218d2f21b32",Neutral
2017-12-03T23:37:20Z,$AAPL The short volatility crowd is getting spooked. They&#39;re scrambling to cover into tomorrows strength.,Bearish
2017-12-03T23:37:00Z,$SPY Dow Jones Ripping Adding $AAPL $MMM,Bullish
2017-12-03T23:36:35Z,$spy $qqq $dia $sq $pypl $v $ma $msft $aapl $nflx $fb $amzn $luv $mtch $roku hope bears covered shorts. Their bank acct will look very ugly,Bullish
2017-12-03T23:30:50Z,@intelligenceman $SPY $HD $BA $DIA $AAPL $AMZN $SQ $IWM $IBB $QQQ $GOOGL $FB  Bloomberg channel They like the taxes.,Neutral
2017-12-03T23:30:08Z,$AAPL The futures look good but I doubt the cash market prints any new highs tomorrow.,Bearish
2017-12-03T23:28:27Z,$AAPL Apple&#39;s Tim Cook says developers have earned $17 billion from China App Store https://themarketisopen.com/posts/apple-s-tim-cook-says-developers-have-earned-17-billion-from-china-app-store-2,Neutral
2017-12-03T23:28:25Z,$AAPL I&#39;ve been looking for that blowoff top. I think we found her.,Bearish
2017-12-03T23:27:15Z,$AAPL +5% tmr?,Neutral
2017-12-03T23:27:13Z,$AAPL Apple&#39;s Tim Cook says developers have earned $17 billion from China App Store https://themarketisopen.com/posts/apple-s-tim-cook-says-developers-have-earned-17-billion-from-china-app-store,Neutral
2017-12-03T23:25:40Z,$SPY $QQQ $WFC $BAC $AAPL $IWM $ES_F   STOCKS ARE CHEAP! Better than QE! Now average PE is 16. That’s dirt cheap! Huge Move Higher Ahead!,Bullish
2017-12-03T23:24:27Z,"$TSLA Tesla = #1 Global Electric Vehicle Brand In 2017, JATO Dynamics Study Finds (Surprised?) https://cleantechnica.com/2017/11/30/tesla-top-global-electric-vehicle-brand-2017-jato-dynamics-study-finds-surprised/ $aapl $amzn $nvda",Bullish
2017-12-03T23:23:47Z,$SPY Bears need love right now so lets be nice! they&#39;ve had a hard 9 yrs &amp; We can afford to $BABA $AAPL $AMZN $FB,Bullish
2017-12-03T23:22:59Z,@FaceRipper $AAPL leapsucker!,Neutral
2017-12-03T23:20:16Z,$SPY $ES_F $AAPL $GOOG $NFLX $FB   See You All In The Morning Buying Around 10 AM $QQQ Pretty Big Position,Bullish
2017-12-03T23:18:29Z,$SPY Foreign Investor Money Pouring In From Foreign Markets OMG WOW $ES_F $AAPL $JNJ $AMZN $NVDA $QQQ $IWM,Bullish
2017-12-03T23:17:08Z,$SPY Tax Bill Going To Bring In So Much Foreign Money From Investors! $AAPL $NVDA $LRCX,Bullish
2017-12-03T23:16:06Z,$HD $BA $SPY $DIA $SQ $MSFT $AMZN $GOOGL $IWM $FB $AAPL DOW futures open up + 237 pts...... Going to be a sweet open on those swings. Tax B,Bullish
2017-12-03T23:15:37Z,$SPY Mother Of All Short Squeezes “Carl Icahn” $ES_F $AAPL,Bullish
2017-12-03T23:11:32Z,$SPY $ES_F $GOOG $AMZN $AAPL $FB $WFC $GS $QQQ $JPM   Using The Half Of My Available Cash To Buy Monday,Bullish
2017-12-03T23:10:01Z,$SPY Rocket Tax Boom! Don’t let politics get in the way! You can’t miss this move ! Buy and Hold $AAPL $QQQ $IWM $ES_F,Bullish
2017-12-03T23:08:50Z,$AAPL $SPY  Any ideas for these big tech companies come monday.  Seems like this is a huge win for cash rich AAPL .  Shorts be careful. GL,Bullish
2017-12-03T23:06:17Z,$SPY 10% Move End Of Year 🚀🎄 $QQQ $AAPL $AMZN $FB $GOOG,Bullish
2017-12-03T23:04:20Z,$SPY TAX BILL PASSED MARKET THOUGHT IT WOULD FAIL $ES_F $AAPL,Bullish
2017-12-03T23:03:45Z,$SPY $SPX $AAPL $FB $AMZN $NFLX $ES_F   Huge Walls Of Buyers! I’m buying $1000 Of Stock At Open,Bullish
2017-12-03T23:02:16Z,$SPY $AAPL $FB $AMZN $BAC $WFC $JPM $GS   FUTURES UP 2% BANK RALLY IS BACK BABY 👶,Bullish
2017-12-03T23:01:10Z,$SPY Predictions about where the Market will go is pointless. Stop trying to guess &amp; just accept. $BABA $AAPL $AMZN,Bullish
2017-12-03T23:00:49Z,$SPY ADDING HUGE $ES_F  $AAPL,Bullish
2017-12-03T22:57:45Z,$SPY Futures Up 1.9% $ES_F $AAPL,Bullish
2017-12-03T22:56:50Z,$AAPL buys Tesla we are in deep do-do,Bearish
2017-12-03T22:55:15Z,$AAPL Huge Tax Plan Winner Trillion Dollar Company Now,Bullish
2017-12-03T22:51:11Z,$TSLA $AAPL If AAPL want to buy first they have to make sure Elon is out of it,Neutral
2017-12-03T22:50:15Z,$TSLA $AAPL Elon will let it die but will not sell it to anyone.,Neutral
2017-12-03T22:45:30Z,$TSLA $AAPL Why would $AAPL buy a white elephant with over $23 Billion liability,Neutral
2017-12-03T22:44:29Z,10 Most Ridiculous Cryptocurrencies https://benzinga.com/z/9996940 $AAPL $QSR $BTC.X $ETC.X,Neutral
2017-12-03T22:39:44Z,"Apple Supplier Stocks Could Suffer Short-Term, But KeyBanc Still Likes These https://benzinga.com/z/10861058 $AAPL $AVGO $CRUS $QRVO $SWKS $SYNA",Neutral
2017-12-03T22:30:15Z,$TSLA to be bought by $AAPL...you heard it here first,Bullish
2017-12-03T22:15:07Z,$AAPL FYI...just give it some time guys...,Bullish
2017-12-03T22:09:52Z,$AAPL Jesus!,Neutral
2017-12-03T22:08:10Z,Weekend Edition is here!  $SPY $QQQ $IWM $FAZ $GLD $USO $UNG $BTC.X $TLT $DXY $FB $AMZN $GOOG $AAPL $TSLA $GS $JPM   https://youtu.be/2XK7lS4NWGo,Neutral
2017-12-03T22:05:25Z,@kenspidle they do that to pay for taxes...many insiders even $AAPL do that...@emboscado realized he wants more shares &amp; is spamming crap,Bullish
2017-12-03T21:56:36Z,"$AAPL 1000s Iphone X have been returned mostly by resellers. System is currently down, 14 days return policy is extended for Iphone X",Neutral
2017-12-03T21:42:20Z,$AAPL $FB $LABU $XBI $AMD $NVDA PatronDoss 25 the stocktwits LEGEND https://www.youtube.com/watch?v=7hnxw3CuZz0,Neutral
